Date,Transaction_ID,Item_purchase_quantity,Item_revenue,ItemName,ItemBrand,ItemCategory,ItemID
2024-06-10,5678038253808,1,144.49,ITEM7,ITEM_BRAND1,CATEGORY_1,1427116261429_38103388684461
2024-06-10,5678038253808,1,25.49,ITEM24,ITEM_BRAND1,CATEGORY_1,1460324696117_12900055810101
2024-06-10,5678056702192,1,212.49,ITEM5,ITEM_BRAND1,CATEGORY_1,1427116621877_38103328784557
2024-06-10,5678056702192,1,9.99,ITEM6,ITEM_BRAND1,CATEGORY_1,6873012371629_40487654031533
2024-06-10,5678063321328,1,79.99,ITEM2,ITEM_BRAND1,CATEGORY_1,778420027445_12899989848117
2024-06-10,5678105100528,1,9.99,ITEM6,ITEM_BRAND1,CATEGORY_1,6873012371629_40487654031533
2024-06-10,5678105100528,1,161.49,ITEM22,ITEM_BRAND1,CATEGORY_1,8068595450096_43308687393008
2024-06-10,5678146093296,1,14.24,ITEM8,ITEM_BRAND1,CATEGORY_2,1463880908853_12906936893493
2024-06-10,5678146093296,1,199.99,ITEM34,ITEM_BRAND1,CATEGORY_1,6078885068973_37554413207725
2024-06-10,5678218707184,1,169.99,ITEM35,ITEM_BRAND1,CATEGORY_2,1490315313205_13010443698229
2024-06-10,5678221361392,1,67.99,ITEM2,ITEM_BRAND1,CATEGORY_1,778420027445_12899989848117
2024-06-10,5678233387248,1,144.49,ITEM7,ITEM_BRAND1,CATEGORY_1,1427116261429_38103388684461
2024-06-10,5678233747696,1,127.49,ITEM16,ITEM_BRAND1,CATEGORY_1,780009046069_12900053286965
2024-06-10,5678233747696,1,161.49,ITEM22,ITEM_BRAND1,CATEGORY_1,8068595450096_43308687393008
2024-06-10,5678235681008,1,59.99,ITEM23,ITEM_BRAND1,CATEGORY_1,1609857105973_14140992192565
2024-06-10,5678282572016,1,19.99,ITEM14,ITEM_BRAND1,CATEGORY_3,1463871176757_12906922082357
2024-06-10,5678282572016,1,67.99,ITEM2,ITEM_BRAND1,CATEGORY_1,778420027445_12899989848117
2024-06-10,5678286110960,1,169.99,ITEM7,ITEM_BRAND1,CATEGORY_1,1427116261429_38103388684461
2024-06-10,5678286110960,1,9.99,ITEM6,ITEM_BRAND1,CATEGORY_1,6873012371629_40487654031533
2024-06-10,5678289518832,1,19.99,ITEM36,ITEM_BRAND1,CATEGORY_3,1465535168565_12911773319221
2024-06-10,5678289518832,1,19.99,ITEM37,ITEM_BRAND1,CATEGORY_3,1465577701429_12911826993205
2024-06-10,5678289518832,1,19.99,ITEM38,ITEM_BRAND1,CATEGORY_3,1465584156725_12911838494773
2024-06-10,5678289518832,1,19.99,ITEM39,ITEM_BRAND1,CATEGORY_3,1465587564597_12911845933109
2024-06-10,5678289748208,1,249.99,ITEM40,ITEM_BRAND1,CATEGORY_1,8050953978096_43248412492016
2024-06-10,5678347485424,1,41.99,ITEM41,ITEM_BRAND1,CATEGORY_2,1427239272501_43302250873072
2024-06-10,5678347485424,1,19.99,ITEM42,ITEM_BRAND1,CATEGORY_1,1463841390645_12906881253429
2024-06-10,5678352597232,1,42.49,ITEM43,ITEM_BRAND1,CATEGORY_2,4455375503413_31653955928117
2024-06-10,5678352597232,1,9.99,ITEM6,ITEM_BRAND1,CATEGORY_1,6873012371629_40487654031533
2024-06-10,5678352597232,1,549.99,ITEM44,ITEM_BRAND1,CATEGORY_1,8058147143920_43270468927728
2024-06-10,5678352597232,1,189.99,ITEM22,ITEM_BRAND1,CATEGORY_1,8068595450096_43308687393008
2024-06-10,5678352597232,1,349.99,ITEM45,ITEM_BRAND1,CATEGORY_1,8330651336944_44254192271600
2024-06-10,5678352597232,1,699.0,ITEM46,ITEM_BRAND1,CATEGORY_1,8540551053552_45204078297328
2024-06-10,5678352826608,1,14.99,ITEM47,ITEM_BRAND1,CATEGORY_1,1473812070453_12945432903733
2024-06-10,5678372421872,1,9.99,ITEM6,ITEM_BRAND1,CATEGORY_1,6873012371629_40487654031533
2024-06-10,5678372421872,1,161.49,ITEM22,ITEM_BRAND1,CATEGORY_1,8068595450096_43308687393008
2024-06-10,5678410825968,1,14.99,ITEM48,ITEM_BRAND1,CATEGORY_3,645861244981_7797043822645
2024-06-10,5678414102768,1,161.49,ITEM22,ITEM_BRAND1,CATEGORY_1,8068595450096_43308687393008
2024-06-10,5678428520688,1,127.49,ITEM49,ITEM_BRAND1,CATEGORY_2,8327204143344_44244258685168
2024-06-10,5678429307120,1,99.99,ITEM31,ITEM_BRAND1,CATEGORY_1,780006916149_12900048338997
2024-06-10,5678431928560,1,199.99,ITEM34,ITEM_BRAND1,CATEGORY_1,6078885068973_37554413207725
2024-06-10,5678450016496,1,144.49,ITEM7,ITEM_BRAND1,CATEGORY_1,1427116261429_38103388684461
2024-06-10,5678551826672,2,584.98,ITEM50,ITEM_BRAND1,CATEGORY_2,8330637607152_44254145773808
2024-06-10,5678551826672,1,119.99,ITEM51,ITEM_BRAND1,CATEGORY_1,8332080382192_44257620197616
2024-06-10,5678551826672,1,139.99,ITEM52,ITEM_BRAND1,CATEGORY_1,8332081004784_44257621344496
2024-06-10,5678551826672,1,29.99,ITEM53,ITEM_BRAND1,CATEGORY_1,8332081398000_44257622163696
2024-06-10,5678562148592,1,59.99,ITEM23,ITEM_BRAND1,CATEGORY_1,1609857105973_14140992192565
2024-06-10,5678568931568,1,549.99,ITEM44,ITEM_BRAND1,CATEGORY_1,8058147143920_43270468927728
2024-06-10,5678568931568,1,699.0,ITEM46,ITEM_BRAND1,CATEGORY_1,8540551053552_45204078297328
2024-06-11,5678743781616,1,39.99,ITEM54,ITEM_BRAND1,CATEGORY_4,645922160693_7797265956917
2024-06-11,5678743781616,1,149.99,ITEM16,ITEM_BRAND1,CATEGORY_1,780009046069_12900053286965
2024-06-11,5678841692400,1,50.99,ITEM27,ITEM_BRAND1,CATEGORY_1,1460340064309_12900086743093
2024-06-11,5678849097968,1,161.49,ITEM22,ITEM_BRAND1,CATEGORY_1,8068595450096_43308687393008
2024-06-11,5678861058288,2,339.98,ITEM7,ITEM_BRAND1,CATEGORY_1,1427116261429_38103388684461
2024-06-11,5678861058288,4,99.96,ITEM55,ITEM_BRAND1,CATEGORY_1,1427124060213_12783894986805
2024-06-11,5678861058288,2,999.98,ITEM11,ITEM_BRAND1,CATEGORY_1,1491773423669_13020608725045
2024-06-11,5678861058288,1,9.99,ITEM6,ITEM_BRAND1,CATEGORY_1,6873012371629_40487654031533
2024-06-11,5678868431088,1,125.99,ITEM25,ITEM_BRAND1,CATEGORY_2,1427124125749_39423755190445
2024-06-11,5678868431088,1,9.99,ITEM6,ITEM_BRAND1,CATEGORY_1,6873012371629_40487654031533
2024-06-11,5678889206000,1,161.49,ITEM22,ITEM_BRAND1,CATEGORY_1,8068595450096_43308687393008
2024-06-11,5678905590000,1,67.99,ITEM2,ITEM_BRAND1,CATEGORY_1,778420027445_12899989848117
2024-06-11,5678922924272,1,39.99,ITEM41,ITEM_BRAND1,CATEGORY_2,1427239272501_12897864286261
2024-06-11,5678927970544,1,9.99,ITEM6,ITEM_BRAND1,CATEGORY_1,6873012371629_40487654031533
2024-06-11,5678927970544,1,549.99,ITEM44,ITEM_BRAND1,CATEGORY_1,8058147143920_43270468927728
2024-06-11,5678927970544,1,189.99,ITEM22,ITEM_BRAND1,CATEGORY_1,8068595450096_43308687393008
2024-06-11,5678928724208,1,249.99,ITEM56,ITEM_BRAND1,CATEGORY_1,8050962170096_43248431104240
2024-06-11,5678989017328,1,349.99,ITEM45,ITEM_BRAND1,CATEGORY_1,8330651336944_44254192271600
2024-06-11,5678989017328,1,119.99,ITEM51,ITEM_BRAND1,CATEGORY_1,8332080382192_44257620197616
2024-06-11,5678989017328,1,139.99,ITEM52,ITEM_BRAND1,CATEGORY_1,8332081004784_44257621344496
2024-06-11,5678989017328,1,29.99,ITEM53,ITEM_BRAND1,CATEGORY_1,8332081398000_44257622163696
2024-06-11,5679009857776,1,119.99,ITEM15,ITEM_BRAND1,CATEGORY_1,780005474357_12900041654325
2024-06-11,5679025750256,1,127.49,ITEM16,ITEM_BRAND1,CATEGORY_1,780009046069_12900053286965
2024-06-11,5679035449584,1,9.99,ITEM6,ITEM_BRAND1,CATEGORY_1,6873012371629_40487654031533
2024-06-11,5679035449584,1,189.99,ITEM22,ITEM_BRAND1,CATEGORY_1,8068595450096_43308687393008
2024-06-11,5679046426864,1,24.99,ITEM17,ITEM_BRAND1,CATEGORY_1,1427235536949_12897787838517
2024-06-11,5679046426864,1,12.99,ITEM18,ITEM_BRAND1,CATEGORY_1,4537257721909_42295538385136
2024-06-11,5679060222192,1,118.99,ITEM5,ITEM_BRAND1,CATEGORY_1,1427116621877_38103328751789
2024-06-11,5679060222192,1,9.99,ITEM6,ITEM_BRAND1,CATEGORY_1,6873012371629_40487654031533
2024-06-11,5679075918064,1,139.99,ITEM5,ITEM_BRAND1,CATEGORY_1,1427116621877_38103328751789
2024-06-11,5679075918064,1,9.99,ITEM6,ITEM_BRAND1,CATEGORY_1,6873012371629_40487654031533
2024-06-11,5679122514160,1,549.99,ITEM44,ITEM_BRAND1,CATEGORY_1,8058147143920_43270468927728
2024-06-11,5679168979184,1,125.99,ITEM33,ITEM_BRAND1,CATEGORY_1,1427123830837_39423721177261
2024-06-11,5679171174640,1,9.99,ITEM6,ITEM_BRAND1,CATEGORY_1,6873012371629_40487654031533
2024-06-11,5679171174640,1,161.49,ITEM22,ITEM_BRAND1,CATEGORY_1,8068595450096_43308687393008
2024-06-11,5679214985456,1,9.99,ITEM6,ITEM_BRAND1,CATEGORY_1,6873012371629_40487654031533
2024-06-11,5679222128880,1,59.49,ITEM33,ITEM_BRAND1,CATEGORY_1,1427123830837_39423721144493
2024-06-11,5679222128880,1,33.99,ITEM27,ITEM_BRAND1,CATEGORY_1,1460340064309_12900079894581
2024-06-11,5679262236912,3,419.97,ITEM5,ITEM_BRAND1,CATEGORY_1,1427116621877_38103328751789
2024-06-11,5679264989424,1,349.99,ITEM45,ITEM_BRAND1,CATEGORY_1,8330651336944_44254192271600
2024-06-11,5679282749680,1,25.49,ITEM24,ITEM_BRAND1,CATEGORY_1,1460324696117_12900055810101
2024-06-11,5679282749680,1,39.99,ITEM24,ITEM_BRAND1,CATEGORY_1,1460324696117_12900066492469
2024-06-11,5679284388080,1,69.99,ITEM2,ITEM_BRAND1,CATEGORY_1,778420027445_12899989684277
2024-06-11,5679291171056,1,24.99,ITEM55,ITEM_BRAND1,CATEGORY_1,1427124060213_12783894986805
2024-06-11,5679291171056,1,22.99,ITEM57,ITEM_BRAND1,CATEGORY_1,1427215581237_12784066789429
2024-06-11,5679291171056,1,9.49,ITEM58,ITEM_BRAND1,CATEGORY_2,777424666677_8462397767733
2024-06-11,5679327052016,1,22.99,ITEM57,ITEM_BRAND1,CATEGORY_1,1427215581237_12784066789429
2024-06-11,5679348482288,2,39.98,ITEM17,ITEM_BRAND1,CATEGORY_1,1427235536949_12784088547381
2024-06-11,5679370240240,1,24.99,ITEM59,ITEM_BRAND1,CATEGORY_1,807290929205_8581758943285
2024-06-11,5679413395696,1,549.99,ITEM44,ITEM_BRAND1,CATEGORY_1,8058147143920_43270468927728
2024-06-11,5679413395696,1,189.99,ITEM22,ITEM_BRAND1,CATEGORY_1,8068595450096_43308687393008
2024-06-11,5679415820528,1,60.0,ITEM60,ITEM_BRAND1,CATEGORY_1,8540903244016_45204950384880
2024-06-11,5679431483632,1,24.49,ITEM61,ITEM_BRAND1,CATEGORY_2,1427240157237_12784093757493
2024-06-11,5679434924272,1,129.99,ITEM15,ITEM_BRAND1,CATEGORY_1,780005474357_12900041752629
2024-06-11,5679443673328,1,29.99,ITEM24,ITEM_BRAND1,CATEGORY_1,1460324696117_12900055810101
2024-06-11,5679443673328,1,9.99,ITEM6,ITEM_BRAND1,CATEGORY_1,6873012371629_40487654031533
2024-06-11,5679452127472,1,69.99,ITEM2,ITEM_BRAND1,CATEGORY_1,778420027445_12899989684277
2024-06-11,5679473426672,1,189.99,ITEM22,ITEM_BRAND1,CATEGORY_1,8068595450096_43308687393008
2024-06-11,5679481323760,1,35.99,ITEM10,ITEM_BRAND1,CATEGORY_2,1459498057781_44672301105392
2024-06-11,5679481323760,1,29.99,ITEM24,ITEM_BRAND1,CATEGORY_1,1460324696117_12900055810101
2024-06-11,5679481323760,1,39.99,ITEM27,ITEM_BRAND1,CATEGORY_1,1460340064309_12900079894581
2024-06-11,5679500820720,1,59.49,ITEM2,ITEM_BRAND1,CATEGORY_1,778420027445_12899989684277
2024-06-11,5679503802608,1,292.49,ITEM50,ITEM_BRAND1,CATEGORY_2,8330637607152_44254145773808
2024-06-11,5679511404784,1,109.99,ITEM21,ITEM_BRAND1,CATEGORY_1,1427115474997_38103370563757
2024-06-11,5679530115312,1,9.99,ITEM6,ITEM_BRAND1,CATEGORY_1,6873012371629_40487654031533
2024-06-11,5679535554800,1,127.49,ITEM16,ITEM_BRAND1,CATEGORY_1,780009046069_12900053286965
2024-06-11,5679548170480,1,101.99,ITEM26,ITEM_BRAND1,CATEGORY_1,6589343400109_39471855108269
2024-06-11,5679553904880,1,101.99,ITEM26,ITEM_BRAND1,CATEGORY_1,6589343400109_39471855108269
2024-06-11,5679558754544,1,399.99,ITEM62,ITEM_BRAND1,CATEGORY_1,1491772244021_13020599091253
2024-06-11,5679579889904,1,314.99,ITEM63,ITEM_BRAND1,CATEGORY_2,8753592533232_45885706862832
2024-06-11,5679581004016,1,19.99,ITEM17,ITEM_BRAND1,CATEGORY_1,1427235536949_12784088547381
2024-06-11,5679581004016,1,39.99,ITEM19,ITEM_BRAND1,CATEGORY_1,1427237077045_12784090415157
2024-06-11,5679585001712,1,22.08,ITEM32,ITEM_BRAND1,CATEGORY_1,8539750891760_45198935785712
2024-06-11,5679587492080,1,449.99,ITEM64,ITEM_BRAND1,CATEGORY_1,1491773194293_13020608233525
2024-06-11,5679587492080,1,199.99,ITEM34,ITEM_BRAND1,CATEGORY_1,6078885068973_37554413207725
2024-06-11,5679605973232,1,39.99,ITEM65,ITEM_BRAND1,CATEGORY_1,8308181827824_44192721043696
2024-06-11,5679605973232,1,314.99,ITEM63,ITEM_BRAND1,CATEGORY_2,8753592533232_45885706862832
2024-06-11,5679617179888,1,44.99,ITEM20,ITEM_BRAND1,CATEGORY_1,807289126965_8581756911669
2024-06-12,5679938765040,1,24.99,ITEM55,ITEM_BRAND1,CATEGORY_1,1427124060213_12783894986805
2024-06-12,5679938765040,1,22.99,ITEM57,ITEM_BRAND1,CATEGORY_1,1427215581237_12784066789429
2024-06-12,5679938765040,1,9.49,ITEM58,ITEM_BRAND1,CATEGORY_2,777424666677_8462397767733
2024-06-12,5680049225968,1,549.99,ITEM44,ITEM_BRAND1,CATEGORY_1,8058147143920_43270468927728
2024-06-12,5680049225968,1,189.99,ITEM22,ITEM_BRAND1,CATEGORY_1,8068595450096_43308687393008
2024-06-12,5680067543280,2,19.98,ITEM6,ITEM_BRAND1,CATEGORY_1,6873012371629_40487654031533
2024-06-12,5680067543280,1,549.99,ITEM44,ITEM_BRAND1,CATEGORY_1,8058147143920_43270468927728
2024-06-12,5680067543280,1,161.49,ITEM22,ITEM_BRAND1,CATEGORY_1,8068595450096_43308687393008
2024-06-12,5680126951664,1,9.99,ITEM6,ITEM_BRAND1,CATEGORY_1,6873012371629_40487654031533
2024-06-12,5680126951664,1,161.49,ITEM22,ITEM_BRAND1,CATEGORY_1,8068595450096_43308687393008
2024-06-12,5680144974064,1,21.24,ITEM66,ITEM_BRAND1,CATEGORY_2,807288274997_8581755437109
2024-06-12,5680211034352,1,179.99,ITEM67,ITEM_BRAND1,CATEGORY_1,8050985566448_43248511451376
2024-06-12,5680247996656,2,44.16,ITEM32,ITEM_BRAND1,CATEGORY_1,8539750891760_45198935785712
2024-06-12,5680249274608,6,299.94,ITEM68,ITEM_BRAND1,CATEGORY_1,6829426049197_44125072589040
2024-06-12,5680249274608,3,149.97,ITEM68,ITEM_BRAND1,CATEGORY_1,6829426049197_44125072621808
2024-06-12,5680275849456,1,22.08,ITEM32,ITEM_BRAND1,CATEGORY_1,8539750891760_45198935785712
2024-06-12,5680282206448,1,109.99,ITEM21,ITEM_BRAND1,CATEGORY_1,1427115474997_38103370563757
2024-06-12,5680282206448,1,9.99,ITEM6,ITEM_BRAND1,CATEGORY_1,6873012371629_40487654031533
2024-06-12,5680302031088,1,39.99,ITEM19,ITEM_BRAND1,CATEGORY_1,1427237077045_12784090415157
2024-06-12,5680302031088,1,19.99,ITEM42,ITEM_BRAND1,CATEGORY_1,1463841390645_12906881253429
2024-06-12,5680302031088,1,12.99,ITEM18,ITEM_BRAND1,CATEGORY_1,4537257721909_42295538385136
2024-06-12,5680341123312,1,69.99,ITEM25,ITEM_BRAND1,CATEGORY_2,1427124125749_39423755157677
2024-06-12,5680341123312,1,35.99,ITEM10,ITEM_BRAND1,CATEGORY_2,1459498057781_44672301105392
2024-06-12,5680341123312,1,33.99,ITEM27,ITEM_BRAND1,CATEGORY_1,1460340064309_12900079894581
2024-06-12,5680341516528,1,119.99,ITEM26,ITEM_BRAND1,CATEGORY_1,6589343400109_39471855108269
2024-06-12,5680403415280,2,79.98,ITEM19,ITEM_BRAND1,CATEGORY_1,1427237077045_12784090415157
2024-06-12,5680407937264,1,69.99,ITEM25,ITEM_BRAND1,CATEGORY_2,1427124125749_39423755157677
2024-06-12,5680415408368,3,509.97,ITEM35,ITEM_BRAND1,CATEGORY_2,1490315313205_13010443698229
2024-06-12,5680457023728,1,59.49,ITEM33,ITEM_BRAND1,CATEGORY_1,1427123830837_39423721144493
2024-06-12,5680466395376,1,19.99,ITEM14,ITEM_BRAND1,CATEGORY_3,1463871176757_12906922082357
2024-06-12,5680466395376,1,14.99,ITEM69,ITEM_BRAND1,CATEGORY_3,1465632620597_12911940665397
2024-06-12,5680466395376,1,14.99,ITEM48,ITEM_BRAND1,CATEGORY_3,645861244981_7797043822645
2024-06-12,5680466395376,1,14.99,ITEM70,ITEM_BRAND1,CATEGORY_3,645927534645_12902013861941
2024-06-12,5680484090096,1,314.99,ITEM63,ITEM_BRAND1,CATEGORY_2,8753592533232_45885706862832
2024-06-12,5680506011888,1,110.49,ITEM15,ITEM_BRAND1,CATEGORY_1,780005474357_12900041752629
2024-06-12,5680528916720,1,399.99,ITEM62,ITEM_BRAND1,CATEGORY_1,1491772244021_13020599091253
2024-06-12,5680529866992,1,144.49,ITEM7,ITEM_BRAND1,CATEGORY_1,1427116261429_38103388684461
2024-06-12,5680529866992,1,19.99,ITEM71,ITEM_BRAND1,CATEGORY_3,1597993451573_14077851369525
2024-06-12,5680529866992,1,9.99,ITEM6,ITEM_BRAND1,CATEGORY_1,6873012371629_40487654031533
2024-06-12,5680569876720,1,379.99,ITEM72,ITEM_BRAND1,CATEGORY_1,8033934967024_43189381824752
2024-06-12,5680574267632,1,149.99,ITEM73,ITEM_BRAND1,CATEGORY_1,1581285048373_14016171016245
2024-06-12,5680599367920,1,14.24,ITEM8,ITEM_BRAND1,CATEGORY_2,1463880908853_12906936893493
2024-06-12,5680599367920,1,19.99,ITEM74,ITEM_BRAND1,CATEGORY_1,1465409830965_12911628779573
2024-06-12,5680599367920,1,249.99,ITEM75,ITEM_BRAND1,CATEGORY_1,8050904203504_43248312975600
2024-06-12,5680608575728,1,449.99,ITEM64,ITEM_BRAND1,CATEGORY_1,1491773194293_13020608233525
2024-06-12,5680675782896,1,24.99,ITEM55,ITEM_BRAND1,CATEGORY_1,1427124060213_12783894986805
2024-06-12,5680675782896,1,22.99,ITEM57,ITEM_BRAND1,CATEGORY_1,1427215581237_12784066789429
2024-06-12,5680675782896,1,9.49,ITEM58,ITEM_BRAND1,CATEGORY_2,777424666677_8462397767733
2024-06-12,5680682139888,1,14.24,ITEM8,ITEM_BRAND1,CATEGORY_2,1463880908853_12906936893493
