user_pseudo_id,event_name,category,city,region,country,source,medium,purchase_revenue,total_item_quantity,transaction_id,eventDate,eventTimestamp,gender,Age,page_type,income_group,page_path
1845060042.1747148,add_to_cart,desktop,Santa Clara,California,United States,(direct),(none),,1,(not set),13/05/2025,10:39.8,male,35-44,products,11-20%,https://demo.com/products/ITEM205/
1845060042.1747148,page_view,desktop,Santa Clara,California,United States,(direct),(none),,,,13/05/2025,11:11.2,female,55-64,products,21-30%,https://demo.com/products/ITEM383/
1845060042.1747148,view_item,desktop,Santa Clara,California,United States,(direct),(none),,1,(not set),13/05/2025,11:11.2,male,25-34,products,Top 10%,https://demo.com/products/ITEM205/
1845060042.1747148,page_view,desktop,Santa Clara,California,United States,(direct),(none),,,,13/05/2025,11:14.3,male,45-54,products,11-20%,https://demo.com/products/ITEM384/
1845060042.1747148,view_item,desktop,Santa Clara,California,United States,(direct),(none),,1,(not set),13/05/2025,11:14.4,male,45-54,products,11-20%,https://demo.com/products/ITEM205/
1503699567.174712,session_start,desktop,Piscataway,New Jersey,United States,,,,,,13/05/2025,25:00.5,male,18-24,homepage,Top 10%,https://demo.com/
1503699567.174712,page_view,desktop,Piscataway,New Jersey,United States,,,,,,13/05/2025,25:00.5,male,45-54,homepage,11-20%,https://demo.com/
322868392.17471206,session_start,mobile,Eugene,Oregon,United States,Klaviyo,flow,,,,13/05/2025,27:30.0,male,25-34,homepage,Top 10%,https://demo.com/
322868392.17471206,page_view,mobile,Eugene,Oregon,United States,Klaviyo,flow,,,,13/05/2025,27:30.0,male,18-24,homepage,Top 10%,https://demo.com/
322868392.17471206,session_start,mobile,Eugene,Oregon,United States,Klaviyo,flow,,,,13/05/2025,12:34.6,female,55-64,homepage,41-50%,https://demo.com/
322868392.17471206,page_view,mobile,Eugene,Oregon,United States,Klaviyo,flow,,,,13/05/2025,12:34.6,female,above 64,homepage,below 50%,https://demo.com/
1516712147.1747124,session_start,desktop,,,,,,,,,13/05/2025,57:04.9,female,55-64,homepage,21-30%,https://demo.com/
1516712147.1747124,page_view,desktop,,,,,,,,,13/05/2025,57:04.9,male,35-44,homepage,Top 10%,https://demo.com/
881985359.1747133,session_start,mobile,Naperville,Illinois,United States,Facebook,PaidSocial,,,,13/05/2025,52:54.4,male,18-24,products,Top 10%,https://demo.com/products/ITEM385/
881985359.1747133,page_view,mobile,Naperville,Illinois,United States,Facebook,PaidSocial,,,,13/05/2025,52:54.4,male,45-54,products,11-20%,https://demo.com/products/ITEM386/
881985359.1747133,view_item,mobile,Naperville,Illinois,United States,Facebook,PaidSocial,,1,(not set),13/05/2025,52:54.4,male,35-44,products,11-20%,https://demo.com/products/ITEM67/
881985359.1747133,page_view,mobile,Naperville,Illinois,United States,Facebook,PaidSocial,,,,13/05/2025,52:56.1,male,18-24,products,Top 10%,https://demo.com/products/ITEM387/
1110611490.1747153,session_start,desktop,Larned,Kansas,United States,google,organic,,,,13/05/2025,25:05.4,male,35-44,homepage,11-20%,https://demo.com/
1110611490.1747153,page_view,desktop,Larned,Kansas,United States,google,organic,,,,13/05/2025,25:05.4,male,18-24,homepage,Top 10%,https://demo.com/
1110611490.1747153,page_view,desktop,Larned,Kansas,United States,google,organic,,,,13/05/2025,25:27.4,female,55-64,pages,41-50%,https://demo.com/pages/
1110611490.1747153,page_view,desktop,Larned,Kansas,United States,google,organic,,,,13/05/2025,26:41.4,male,25-34,products,Top 10%,https://demo.com/products/ITEM388/
1110611490.1747153,view_item,desktop,Larned,Kansas,United States,google,organic,,1,(not set),13/05/2025,26:41.4,male,45-54,products,11-20%,https://demo.com/products/ITEM44/
1110611490.1747153,page_view,desktop,Larned,Kansas,United States,google,organic,,,,13/05/2025,26:43.1,male,35-44,products,Top 10%,https://demo.com/products/ITEM389/
1110611490.1747153,page_view,desktop,Larned,Kansas,United States,google,organic,,,,13/05/2025,31:16.1,male,45-54,products,11-20%,https://demo.com/products/ITEM390/
1110611490.1747153,view_item,desktop,Larned,Kansas,United States,google,organic,,1,(not set),13/05/2025,31:16.1,male,45-54,products,11-20%,https://demo.com/products/ITEM11/
1110611490.1747153,page_view,desktop,Larned,Kansas,United States,google,organic,,,,13/05/2025,31:18.8,male,25-34,products,Top 10%,https://demo.com/products/ITEM391/
1110611490.1747153,page_view,desktop,Larned,Kansas,United States,google,organic,,,,13/05/2025,31:21.4,female,above 64,products,below 50%,https://demo.com/products/ITEM392/
1110611490.1747153,view_item,desktop,Larned,Kansas,United States,google,organic,,1,(not set),13/05/2025,31:21.4,female,55-64,products,21-30%,https://demo.com/products/ITEM44/
1110611490.1747153,page_view,desktop,Larned,Kansas,United States,google,organic,,,,13/05/2025,33:24.4,female,55-64,pages,41-50%,https://demo.com/pages/
1110611490.1747153,page_view,desktop,Larned,Kansas,United States,google,organic,,,,13/05/2025,34:11.7,female,55-64,products,31-40%,https://demo.com/products/ITEM393/
1110611490.1747153,view_item,desktop,Larned,Kansas,United States,google,organic,,1,(not set),13/05/2025,34:11.7,male,45-54,products,11-20%,https://demo.com/products/ITEM44/
731307071.1747149,session_start,desktop,San Juan,San Juan,Puerto Rico,google,organic,,,,13/05/2025,56:17.6,female,55-64,homepage,41-50%,https://demo.com/
731307071.1747149,page_view,desktop,San Juan,San Juan,Puerto Rico,google,organic,,,,13/05/2025,56:17.6,male,18-24,homepage,Top 10%,https://demo.com/
731307071.1747149,page_view,desktop,San Juan,San Juan,Puerto Rico,google,organic,,,,13/05/2025,56:54.0,male,25-34,collections,Top 10%,https://demo.com/collections/
731307071.1747149,page_view,desktop,San Juan,San Juan,Puerto Rico,google,organic,,,,13/05/2025,57:08.5,male,18-24,products,Top 10%,https://demo.com/products/ITEM394/
731307071.1747149,view_item,desktop,San Juan,San Juan,Puerto Rico,google,organic,,1,(not set),13/05/2025,57:08.5,male,35-44,products,Top 10%,https://demo.com/products/ITEM75/
731307071.1747149,page_view,desktop,San Juan,San Juan,Puerto Rico,google,organic,,,,13/05/2025,57:12.4,male,35-44,products,Top 10%,https://demo.com/products/ITEM395/
1611221839.1745007,session_start,desktop,,Guanacaste Province,Costa Rica,google,organic,,,,13/05/2025,39:12.4,male,25-34,homepage,Top 10%,https://demo.com/
1611221839.1745007,page_view,desktop,,Guanacaste Province,Costa Rica,google,organic,,,,13/05/2025,39:12.4,female,55-64,homepage,21-30%,https://demo.com/
1611221839.1745007,page_view,desktop,,Guanacaste Province,Costa Rica,google,organic,,,,13/05/2025,39:25.6,male,35-44,pages,Top 10%,https://demo.com/pages/
1611221839.1745007,page_view,desktop,,Guanacaste Province,Costa Rica,google,organic,,,,13/05/2025,41:09.5,male,25-34,homepage,Top 10%,https://demo.com/
141973171.17470694,session_start,mobile,Pinehurst,North Carolina,United States,duckduckgo,organic,,,,13/05/2025,54:58.6,male,45-54,pages,11-20%,https://demo.com/pages/
141973171.17470694,page_view,mobile,Pinehurst,North Carolina,United States,duckduckgo,organic,,,,13/05/2025,54:58.6,male,18-24,pages,Top 10%,https://demo.com/pages/
141973171.17470694,page_view,mobile,Pinehurst,North Carolina,United States,duckduckgo,organic,,,,13/05/2025,55:32.8,female,55-64,collections,21-30%,https://demo.com/collections/
141973171.17470694,page_view,mobile,Pinehurst,North Carolina,United States,duckduckgo,organic,,,,13/05/2025,55:37.7,male,18-24,products,Top 10%,https://demo.com/products/ITEM396/
141973171.17470694,view_item,mobile,Pinehurst,North Carolina,United States,duckduckgo,organic,,1,(not set),13/05/2025,55:37.7,female,above 64,products,below 50%,https://demo.com/products/ITEM39/
141973171.17470694,page_view,mobile,Pinehurst,North Carolina,United States,duckduckgo,organic,,,,13/05/2025,55:41.5,female,55-64,products,21-30%,https://demo.com/products/ITEM397/
141973171.17470694,add_to_cart,mobile,Pinehurst,North Carolina,United States,duckduckgo,organic,,1,(not set),13/05/2025,55:43.9,male,25-34,products,Top 10%,https://demo.com/products/ITEM39/
141973171.17470694,page_view,mobile,Pinehurst,North Carolina,United States,duckduckgo,organic,,,,13/05/2025,56:00.8,male,18-24,collections,Top 10%,https://demo.com/collections/
141973171.17470694,page_view,mobile,Pinehurst,North Carolina,United States,duckduckgo,organic,,,,13/05/2025,56:16.6,female,55-64,collections,21-30%,https://demo.com/collections/
141973171.17470694,page_view,mobile,Pinehurst,North Carolina,United States,duckduckgo,organic,,,,13/05/2025,56:27.1,male,45-54,checkouts,11-20%,https://demo.com/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSlYyUTgxNDgwSEUyTTQ2RTBaRFQxTjk5?auto_redirect=false&edge_redirect=true&locale=en-US&skip_shop_pay=true
141973171.17470694,page_view,mobile,Barbourville,Kentucky,United States,duckduckgo,organic,,,,13/05/2025,57:48.5,male,45-54,products,11-20%,https://demo.com/products/ITEM398/
141973171.17470694,view_item,mobile,Barbourville,Kentucky,United States,duckduckgo,organic,,1,(not set),13/05/2025,57:48.5,female,55-64,products,21-30%,https://demo.com/products/ITEM39/
141973171.17470694,page_view,mobile,Barbourville,Kentucky,United States,duckduckgo,organic,,,,13/05/2025,57:49.9,male,18-24,products,Top 10%,https://demo.com/products/ITEM399/
141973171.17470694,session_start,mobile,Vinings,Georgia,United States,duckduckgo,organic,,,,13/05/2025,51:33.6,male,35-44,products,Top 10%,https://demo.com/products/ITEM400/
141973171.17470694,page_view,mobile,Vinings,Georgia,United States,duckduckgo,organic,,,,13/05/2025,51:33.6,male,18-24,products,Top 10%,https://demo.com/products/ITEM401/
141973171.17470694,view_item,mobile,Vinings,Georgia,United States,duckduckgo,organic,,1,(not set),13/05/2025,51:33.6,female,55-64,products,31-40%,https://demo.com/products/ITEM39/
568211905.1747124,session_start,desktop,Ashburn,Virginia,United States,(direct),(none),,,,13/05/2025,08:18.0,male,45-54,collections,11-20%,https://demo.com/collections/
568211905.1747124,page_view,desktop,Ashburn,Virginia,United States,(direct),(none),,,,13/05/2025,08:18.0,male,35-44,collections,Top 10%,https://demo.com/collections/
2106105810.1746376,page_view,mobile,Montreal,Quebec,Canada,google,organic,,,,13/05/2025,00:56.5,male,18-24,collections,Top 10%,https://demo.com/collections/
2106105810.1746376,page_view,mobile,Montreal,Quebec,Canada,google,organic,,,,13/05/2025,01:29.2,male,35-44,collections,Top 10%,https://demo.com/collections/
2106105810.1746376,page_view,mobile,Montreal,Quebec,Canada,google,organic,,,,13/05/2025,03:26.8,male,35-44,search,Top 10%,https://demo.com/search/
2106105810.1746376,view_item,mobile,Montreal,Quebec,Canada,google,organic,,1,(not set),13/05/2025,03:32.9,male,45-54,products,11-20%,https://demo.com/products/ITEM48/
2106105810.1746376,page_view,mobile,Montreal,Quebec,Canada,google,organic,,,,13/05/2025,03:32.9,male,45-54,products,11-20%,https://demo.com/products/ITEM402/
2106105810.1746376,page_view,mobile,Montreal,Quebec,Canada,google,organic,,,,13/05/2025,03:34.1,female,55-64,products,31-40%,https://demo.com/products/ITEM403/
2106105810.1746376,page_view,mobile,Montreal,Quebec,Canada,google,organic,,,,13/05/2025,03:35.9,male,35-44,products,11-20%,https://demo.com/products/ITEM404/
1584260298.1747077,session_start,desktop,Houston,Texas,United States,google,organic,,,,13/05/2025,16:52.0,male,18-24,pages,Top 10%,https://demo.com/pages/
1584260298.1747077,page_view,desktop,Houston,Texas,United States,google,organic,,,,13/05/2025,16:52.0,male,45-54,pages,11-20%,https://demo.com/pages/
716191980.1747177,session_start,mobile,Los Angeles,California,United States,(direct),(none),,,,13/05/2025,21:56.6,female,55-64,pages,21-30%,https://demo.com/pages/
767249119.1747133,session_start,tablet,Chicago,Illinois,United States,Facebook,PaidSocial,,,,13/05/2025,49:09.8,male,45-54,collections,11-20%,https://demo.com/collections/
767249119.1747133,page_view,tablet,Chicago,Illinois,United States,Facebook,PaidSocial,,,,13/05/2025,49:09.8,female,55-64,collections,21-30%,https://demo.com/collections/
767249119.1747133,page_view,tablet,Chicago,Illinois,United States,Facebook,PaidSocial,,,,13/05/2025,49:46.6,male,35-44,products,11-20%,https://demo.com/products/ITEM405/
767249119.1747133,view_item,tablet,Chicago,Illinois,United States,Facebook,PaidSocial,,1,(not set),13/05/2025,49:46.6,male,45-54,products,11-20%,https://demo.com/products/ITEM49/
767249119.1747133,page_view,tablet,Chicago,Illinois,United States,Facebook,PaidSocial,,,,13/05/2025,49:48.1,male,35-44,products,11-20%,https://demo.com/products/ITEM406/
767249119.1747133,session_start,tablet,Chicago,Illinois,United States,Facebook,PaidSocial,,,,13/05/2025,04:13.7,male,18-24,collections,Top 10%,https://demo.com/collections/
767249119.1747133,page_view,tablet,Chicago,Illinois,United States,Facebook,PaidSocial,,,,13/05/2025,04:13.7,male,18-24,collections,Top 10%,https://demo.com/collections/
767249119.1747133,session_start,tablet,Chicago,Illinois,United States,Facebook,PaidSocial,,,,13/05/2025,07:46.5,male,18-24,collections,Top 10%,https://demo.com/collections/
767249119.1747133,page_view,tablet,Chicago,Illinois,United States,Facebook,PaidSocial,,,,13/05/2025,07:46.5,male,45-54,collections,11-20%,https://demo.com/collections/
178527357.17470953,view_item,mobile,Louisville,Kentucky,United States,google,organic,,1,(not set),13/05/2025,54:44.3,male,35-44,products,Top 10%,https://demo.com/products/ITEM139/
178527357.17470953,session_start,mobile,Louisville,Kentucky,United States,google,organic,,,,13/05/2025,54:44.3,male,45-54,products,11-20%,https://demo.com/products/ITEM407/
178527357.17470953,page_view,mobile,Louisville,Kentucky,United States,google,organic,,,,13/05/2025,54:44.3,female,55-64,products,41-50%,https://demo.com/products/ITEM408/
1838868285.174713,session_start,desktop,Sydney,New South Wales,Australia,gemini.google.com,referral,,,,13/05/2025,22:05.9,male,25-34,products,Top 10%,https://demo.com/products/ITEM409/
1838868285.174713,page_view,desktop,Sydney,New South Wales,Australia,gemini.google.com,referral,,,,13/05/2025,22:05.9,male,35-44,products,11-20%,https://demo.com/products/ITEM410/
1838868285.174713,view_item,desktop,Sydney,New South Wales,Australia,gemini.google.com,referral,,1,(not set),13/05/2025,22:05.9,female,55-64,products,21-30%,https://demo.com/products/ITEM64/
1613369068.1747124,session_start,desktop,New York,New York,United States,(direct),(none),,,,13/05/2025,42:11.7,male,25-34,collections,Top 10%,https://demo.com/collections/
1613369068.1747124,page_view,desktop,New York,New York,United States,(direct),(none),,,,13/05/2025,42:11.7,male,18-24,collections,Top 10%,https://demo.com/collections/
1613369068.1747124,page_view,desktop,New York,New York,United States,(direct),(none),,,,13/05/2025,42:24.2,male,25-34,collections,Top 10%,https://demo.com/collections/
1956613969.1745613,session_start,mobile,Kent,Washington,United States,duckduckgo,organic,,,,13/05/2025,40:22.1,male,25-34,collections,Top 10%,https://demo.com/collections/
1956613969.1745613,page_view,mobile,Kent,Washington,United States,duckduckgo,organic,,,,13/05/2025,40:22.1,female,55-64,collections,41-50%,https://demo.com/collections/
1956613969.1745613,session_start,mobile,Kent,Washington,United States,duckduckgo,organic,,,,13/05/2025,40:04.4,female,55-64,collections,21-30%,https://demo.com/collections/
1956613969.1745613,page_view,mobile,Kent,Washington,United States,duckduckgo,organic,,,,13/05/2025,40:04.4,male,45-54,collections,11-20%,https://demo.com/collections/
1956613969.1745613,page_view,mobile,Kent,Washington,United States,duckduckgo,organic,,,,13/05/2025,40:32.6,female,55-64,collections,31-40%,https://demo.com/collections/
1956613969.1745613,session_start,mobile,Kent,Washington,United States,duckduckgo,organic,,,,13/05/2025,50:05.5,female,55-64,collections,21-30%,https://demo.com/collections/
1956613969.1745613,page_view,mobile,Kent,Washington,United States,duckduckgo,organic,,,,13/05/2025,50:05.5,male,25-34,collections,Top 10%,https://demo.com/collections/
61125547.17471447,session_start,desktop,Santa Clara,California,United States,(direct),(none),,,,13/05/2025,59:02.5,female,55-64,products,31-40%,https://demo.com/products/ITEM411/
61125547.17471447,page_view,desktop,Santa Clara,California,United States,(direct),(none),,,,13/05/2025,59:02.5,male,45-54,products,11-20%,https://demo.com/products/ITEM412/
61125547.17471447,view_item,desktop,Santa Clara,California,United States,(direct),(none),,1,(not set),13/05/2025,59:02.5,female,55-64,products,21-30%,https://demo.com/products/ITEM204/
61125547.17471447,page_view,desktop,Santa Clara,California,United States,(direct),(none),,,,13/05/2025,59:17.0,female,55-64,products,31-40%,https://demo.com/products/ITEM413/
61125547.17471447,view_item,desktop,Santa Clara,California,United States,(direct),(none),,1,(not set),13/05/2025,59:17.0,male,35-44,products,Top 10%,https://demo.com/products/ITEM204/
61125547.17471447,page_view,desktop,Santa Clara,California,United States,(direct),(none),,,,13/05/2025,59:18.1,male,18-24,products,Top 10%,https://demo.com/products/ITEM414/
61125547.17471447,add_to_cart,desktop,Santa Clara,California,United States,(direct),(none),,1,(not set),13/05/2025,59:23.2,male,25-34,products,Top 10%,https://demo.com/products/ITEM204/
61125547.17471447,page_view,desktop,Santa Clara,California,United States,(direct),(none),,,,13/05/2025,59:44.5,male,35-44,checkouts,11-20%,https://demo.com/checkouts/cn/Z2NwLXVzLWNlbnRyYWwxOjAxSlY0WjBQM1lCUVpUNzRGMlZYTkpGNUdO/
61125547.17471447,page_view,desktop,Santa Clara,California,United States,(direct),(none),,,,13/05/2025,59:53.2,female,55-64,products,21-30%,https://demo.com/products/ITEM415/
61125547.17471447,view_item,desktop,Santa Clara,California,United States,(direct),(none),,1,(not set),13/05/2025,59:53.2,female,55-64,products,31-40%,https://demo.com/products/ITEM204/
61125547.17471447,add_to_cart,desktop,Santa Clara,California,United States,(direct),(none),,1,(not set),13/05/2025,00:00.3,male,18-24,products,Top 10%,https://demo.com/products/ITEM204/
61125547.17471447,add_to_cart,desktop,Santa Clara,California,United States,(direct),(none),,1,(not set),13/05/2025,00:04.1,male,45-54,products,11-20%,https://demo.com/products/ITEM204/
61125547.17471447,add_to_cart,desktop,Santa Clara,California,United States,(direct),(none),,1,(not set),13/05/2025,00:08.1,male,35-44,products,11-20%,https://demo.com/products/ITEM204/
61125547.17471447,page_view,desktop,Santa Clara,California,United States,(direct),(none),,,,13/05/2025,00:38.4,male,25-34,products,Top 10%,https://demo.com/products/ITEM416/
61125547.17471447,view_item,desktop,Santa Clara,California,United States,(direct),(none),,1,(not set),13/05/2025,00:38.4,male,18-24,products,Top 10%,https://demo.com/products/ITEM204/
61125547.17471447,page_view,desktop,Santa Clara,California,United States,(direct),(none),,,,13/05/2025,01:09.8,male,35-44,products,Top 10%,https://demo.com/products/ITEM417/
61125547.17471447,view_item,desktop,Santa Clara,California,United States,(direct),(none),,1,(not set),13/05/2025,01:09.8,female,55-64,products,41-50%,https://demo.com/products/ITEM204/
156594266.1747129,session_start,mobile,New York,New York,United States,google,cpc,,,,13/05/2025,38:04.1,male,35-44,homepage,Top 10%,https://demo.com/
156594266.1747129,page_view,mobile,New York,New York,United States,google,cpc,,,,13/05/2025,38:04.1,male,45-54,homepage,11-20%,https://demo.com/
525723992.1747124,session_start,desktop,Santa Clara,California,United States,(direct),(none),,,,13/05/2025,09:50.1,male,45-54,products,11-20%,https://demo.com/products/ITEM418/
525723992.1747124,page_view,desktop,Santa Clara,California,United States,(direct),(none),,,,13/05/2025,09:50.1,male,35-44,products,Top 10%,https://demo.com/products/ITEM419/
525723992.1747124,view_item,desktop,Santa Clara,California,United States,(direct),(none),,1,(not set),13/05/2025,09:50.1,female,above 64,products,below 50%,https://demo.com/products/ITEM229/
525723992.1747124,page_view,desktop,Santa Clara,California,United States,(direct),(none),,,,13/05/2025,09:55.0,female,above 64,products,below 50%,https://demo.com/products/ITEM420/
525723992.1747124,add_to_cart,desktop,Santa Clara,California,United States,(direct),(none),,1,(not set),13/05/2025,10:20.3,male,25-34,products,Top 10%,https://demo.com/products/ITEM229/
525723992.1747124,page_view,desktop,Santa Clara,California,United States,(direct),(none),,,,13/05/2025,10:38.9,male,35-44,checkouts,11-20%,https://demo.com/checkouts/cn/Z2NwLXVzLWNlbnRyYWwxOjAxSlY0QjNTQVpSUkZDR1hQVkE0TVFTUU1O/stock-problems?auto_redirect=false&edge_redirect=true&locale=en&skip_shop_pay=true
525723992.1747124,page_view,desktop,Santa Clara,California,United States,(direct),(none),,,,13/05/2025,11:09.5,male,35-44,products,Top 10%,https://demo.com/products/ITEM421/
525723992.1747124,view_item,desktop,Santa Clara,California,United States,(direct),(none),,1,(not set),13/05/2025,11:09.6,male,25-34,products,Top 10%,https://demo.com/products/ITEM229/
525723992.1747124,add_to_cart,desktop,Santa Clara,California,United States,(direct),(none),,1,(not set),13/05/2025,11:20.2,male,18-24,products,Top 10%,https://demo.com/products/ITEM229/
525723992.1747124,page_view,desktop,Santa Clara,California,United States,(direct),(none),,,,13/05/2025,11:40.0,male,45-54,checkouts,11-20%,https://demo.com/checkouts/cn/Z2NwLXVzLXdlc3QxOjAxSlY0QjJUN0RDVFhZTkVRSFlNR0ZCVjY0/stock-problems
525723992.1747124,page_view,desktop,Santa Clara,California,United States,(direct),(none),,,,13/05/2025,11:54.3,male,45-54,homepage,11-20%,https://demo.com/
525723992.1747124,view_item,desktop,New York,New York,United States,(direct),(none),,1,(not set),13/05/2025,12:20.8,male,18-24,products,Top 10%,https://demo.com/products/ITEM229/
525723992.1747124,page_view,desktop,New York,New York,United States,(direct),(none),,,,13/05/2025,12:20.8,male,25-34,products,Top 10%,https://demo.com/products/ITEM422/
525723992.1747124,add_to_cart,desktop,New York,New York,United States,(direct),(none),,1,(not set),13/05/2025,12:28.3,female,55-64,products,41-50%,https://demo.com/products/ITEM229/
525723992.1747124,page_view,desktop,New York,New York,United States,(direct),(none),,,,13/05/2025,12:45.9,male,25-34,checkouts,Top 10%,https://demo.com/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSlY0QjdQQ1QzODg5WkRTRTFRUFFaNVhZ/stock-problems
525723992.1747124,page_view,desktop,New York,New York,United States,(direct),(none),,,,13/05/2025,12:49.5,male,18-24,products,Top 10%,https://demo.com/products/ITEM423/
525723992.1747124,view_item,desktop,New York,New York,United States,(direct),(none),,1,(not set),13/05/2025,12:49.5,male,35-44,products,11-20%,https://demo.com/products/ITEM229/
525723992.1747124,add_to_cart,desktop,New York,New York,United States,(direct),(none),,1,(not set),13/05/2025,12:52.7,female,above 64,products,below 50%,https://demo.com/products/ITEM229/
525723992.1747124,add_to_cart,desktop,New York,New York,United States,(direct),(none),,1,(not set),13/05/2025,12:56.7,male,25-34,products,Top 10%,https://demo.com/products/ITEM229/
525723992.1747124,add_to_cart,desktop,New York,New York,United States,(direct),(none),,1,(not set),13/05/2025,13:00.9,male,45-54,products,11-20%,https://demo.com/products/ITEM229/
525723992.1747124,page_view,desktop,New York,New York,United States,(direct),(none),,,,13/05/2025,13:44.5,female,55-64,products,21-30%,https://demo.com/products/ITEM424/
525723992.1747124,view_item,desktop,New York,New York,United States,(direct),(none),,1,(not set),13/05/2025,13:44.5,male,25-34,products,Top 10%,https://demo.com/products/ITEM229/
525723992.1747124,page_view,desktop,New York,New York,United States,(direct),(none),,,,13/05/2025,14:12.7,male,45-54,products,11-20%,https://demo.com/products/ITEM425/
525723992.1747124,view_item,desktop,New York,New York,United States,(direct),(none),,1,(not set),13/05/2025,14:12.9,male,35-44,products,Top 10%,https://demo.com/products/ITEM229/
1591010352.1747143,session_start,mobile,San Jose,California,United States,(direct),(none),,,,13/05/2025,08:02.6,male,45-54,homepage,11-20%,https://demo.com/
1591010352.1747143,page_view,mobile,San Jose,California,United States,(direct),(none),,,,13/05/2025,08:02.6,male,45-54,homepage,11-20%,https://demo.com/
