user_pseudo_id,event_name,category,city,region,country,source,medium,purchase_revenue,total_item_quantity,transaction_id,eventDate,eventTimestamp,gender,Age,page_type,income_group,page_path,Date,Transaction_ID,Item_purchase_quantity,Item_revenue,ItemName,ItemBrand,ItemCategory,ItemID,full_timestamp,session_start,session_number
21473398.17466714,view_item,mobile,Clear Lake,South Dakota,United States,(direct),(none),,1.0,(not set),2025-05-13,,female,55-64,products,41-50%,https://demo.com/products/ITEM45/,,,0.0,0.0,None,None,None,None,,0,0
21473398.17466714,page_view,mobile,Clear Lake,South Dakota,United States,(direct),(none),,,nan,2025-05-13,,female,55-64,products,21-30%,https://demo.com/products/ITEM438/,,,0.0,0.0,None,None,None,None,,0,0
30560056.17471588,session_start,desktop,Newport,Washington,United States,bing,organic,,,nan,2025-05-13,,male,45-54,homepage,11-20%,https://demo.com/,,,0.0,0.0,None,None,None,None,,0,0
30560056.17471588,page_view,desktop,Newport,Washington,United States,bing,organic,,,nan,2025-05-13,,male,25-34,homepage,Top 10%,https://demo.com/,,,0.0,0.0,None,None,None,None,,0,0
30560056.17471588,page_view,desktop,Newport,Washington,United States,bing,organic,,,nan,2025-05-13,,male,18-24,collections,Top 10%,https://demo.com/collections/,,,0.0,0.0,None,None,None,None,,0,0
30560056.17471588,page_view,desktop,Newport,Washington,United States,bing,organic,,,nan,2025-05-13,,male,18-24,products,Top 10%,https://demo.com/products/ITEM458/,,,0.0,0.0,None,None,None,None,,0,0
30560056.17471588,view_item,desktop,Newport,Washington,United States,bing,organic,,1.0,(not set),2025-05-13,,male,35-44,products,Top 10%,https://demo.com/products/ITEM16/,,,0.0,0.0,None,None,None,None,,0,0
30560056.17471588,page_view,desktop,Newport,Washington,United States,bing,organic,,,nan,2025-05-13,,male,45-54,products,11-20%,https://demo.com/products/ITEM459/,,,0.0,0.0,None,None,None,None,,0,0
30560056.17471588,page_view,desktop,Newport,Washington,United States,bing,organic,,,nan,2025-05-13,,male,35-44,search,Top 10%,https://demo.com/search/,,,0.0,0.0,None,None,None,None,,0,0
30560056.17471588,page_view,desktop,Newport,Washington,United States,bing,organic,,,nan,2025-05-13,,male,35-44,pages,11-20%,https://demo.com/pages/,,,0.0,0.0,None,None,None,None,,0,0
30560056.17471588,page_view,desktop,Newport,Washington,United States,bing,organic,,,nan,2025-05-13,,female,55-64,pages,41-50%,https://demo.com/pages/,,,0.0,0.0,None,None,None,None,,0,0
30560056.17471588,session_start,desktop,Newport,Washington,United States,bing,organic,,,nan,2025-05-13,,male,35-44,pages,Top 10%,https://demo.com/pages/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,session_start,desktop,Chicago,Illinois,United States,google,organic,,,nan,2025-05-13,,male,18-24,products,Top 10%,https://demo.com/products/ITEM383/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,page_view,desktop,Chicago,Illinois,United States,google,organic,,,nan,2025-05-13,,male,35-44,products,Top 10%,https://demo.com/products/ITEM384/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,view_item,desktop,Chicago,Illinois,United States,google,organic,,1.0,(not set),2025-05-13,,female,above 64,products,below 50%,https://demo.com/products/ITEM44/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,page_view,desktop,Chicago,Illinois,United States,google,organic,,,nan,2025-05-13,,female,55-64,products,31-40%,https://demo.com/products/ITEM385/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,page_view,desktop,Chicago,Illinois,United States,google,organic,,,nan,2025-05-13,,female,55-64,products,21-30%,https://demo.com/products/ITEM386/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,view_item,desktop,Chicago,Illinois,United States,google,organic,,1.0,(not set),2025-05-13,,male,25-34,products,Top 10%,https://demo.com/products/ITEM64/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,page_view,desktop,Chicago,Illinois,United States,google,organic,,,nan,2025-05-13,,male,25-34,products,Top 10%,https://demo.com/products/ITEM387/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,page_view,desktop,Chicago,Illinois,United States,google,organic,,,nan,2025-05-13,,male,45-54,products,11-20%,https://demo.com/products/ITEM388/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,view_item,desktop,Chicago,Illinois,United States,google,organic,,1.0,(not set),2025-05-13,,female,55-64,products,41-50%,https://demo.com/products/ITEM226/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,page_view,desktop,Chicago,Illinois,United States,google,organic,,,nan,2025-05-13,,male,45-54,products,11-20%,https://demo.com/products/ITEM389/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,page_view,desktop,Chicago,Illinois,United States,google,organic,,,nan,2025-05-13,,male,45-54,products,11-20%,https://demo.com/products/ITEM390/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,view_item,desktop,Chicago,Illinois,United States,google,organic,,1.0,(not set),2025-05-13,,male,25-34,products,Top 10%,https://demo.com/products/ITEM64/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,page_view,desktop,Chicago,Illinois,United States,google,organic,,,nan,2025-05-13,,female,55-64,products,21-30%,https://demo.com/products/ITEM391/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,page_view,desktop,Chicago,Illinois,United States,google,organic,,,nan,2025-05-13,,male,25-34,products,Top 10%,https://demo.com/products/ITEM392/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,view_item,desktop,Chicago,Illinois,United States,google,organic,,1.0,(not set),2025-05-13,,male,35-44,products,Top 10%,https://demo.com/products/ITEM182/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,page_view,desktop,Chicago,Illinois,United States,google,organic,,,nan,2025-05-13,,male,35-44,products,11-20%,https://demo.com/products/ITEM393/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,page_view,desktop,Chicago,Illinois,United States,google,organic,,,nan,2025-05-13,,male,45-54,products,11-20%,https://demo.com/products/ITEM394/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,view_item,desktop,Chicago,Illinois,United States,google,organic,,1.0,(not set),2025-05-13,,male,25-34,products,Top 10%,https://demo.com/products/ITEM211/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,page_view,desktop,Chicago,Illinois,United States,google,organic,,,nan,2025-05-13,,male,18-24,products,Top 10%,https://demo.com/products/ITEM395/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,page_view,desktop,Chicago,Illinois,United States,google,organic,,,nan,2025-05-13,,male,45-54,products,11-20%,https://demo.com/products/ITEM396/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,view_item,desktop,Chicago,Illinois,United States,google,organic,,1.0,(not set),2025-05-13,,male,25-34,products,Top 10%,https://demo.com/products/ITEM182/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,page_view,desktop,Chicago,Illinois,United States,google,organic,,,nan,2025-05-13,,male,45-54,products,11-20%,https://demo.com/products/ITEM397/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,page_view,desktop,Chicago,Illinois,United States,google,organic,,,nan,2025-05-13,,male,25-34,products,Top 10%,https://demo.com/products/ITEM398/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,view_item,desktop,Chicago,Illinois,United States,google,organic,,1.0,(not set),2025-05-13,,male,35-44,products,11-20%,https://demo.com/products/ITEM64/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,page_view,desktop,Chicago,Illinois,United States,google,organic,,,nan,2025-05-13,,male,45-54,products,11-20%,https://demo.com/products/ITEM399/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,page_view,desktop,Chicago,Illinois,United States,google,organic,,,nan,2025-05-13,,male,18-24,products,Top 10%,https://demo.com/products/ITEM400/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,view_item,desktop,Chicago,Illinois,United States,google,organic,,1.0,(not set),2025-05-13,,male,35-44,products,Top 10%,https://demo.com/products/ITEM44/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,page_view,desktop,Chicago,Illinois,United States,google,organic,,,nan,2025-05-13,,male,18-24,products,Top 10%,https://demo.com/products/ITEM401/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,page_view,desktop,Chicago,Illinois,United States,google,organic,,,nan,2025-05-13,,male,18-24,products,Top 10%,https://demo.com/products/ITEM402/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,view_item,desktop,Chicago,Illinois,United States,google,organic,,1.0,(not set),2025-05-13,,female,above 64,products,below 50%,https://demo.com/products/ITEM64/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,page_view,desktop,Chicago,Illinois,United States,google,organic,,,nan,2025-05-13,,male,35-44,products,Top 10%,https://demo.com/products/ITEM403/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,page_view,desktop,Chicago,Illinois,United States,google,organic,,,nan,2025-05-13,,female,55-64,products,21-30%,https://demo.com/products/ITEM404/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,view_item,desktop,Chicago,Illinois,United States,google,organic,,1.0,(not set),2025-05-13,,male,25-34,products,Top 10%,https://demo.com/products/ITEM11/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,page_view,desktop,Chicago,Illinois,United States,google,organic,,,nan,2025-05-13,,male,45-54,products,11-20%,https://demo.com/products/ITEM405/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,page_view,desktop,Chicago,Illinois,United States,google,organic,,,nan,2025-05-13,,female,55-64,products,21-30%,https://demo.com/products/ITEM406/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,view_item,desktop,Chicago,Illinois,United States,google,organic,,1.0,(not set),2025-05-13,,male,45-54,products,11-20%,https://demo.com/products/ITEM44/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,page_view,desktop,Chicago,Illinois,United States,google,organic,,,nan,2025-05-13,,male,35-44,products,11-20%,https://demo.com/products/ITEM407/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,page_view,desktop,Chicago,Illinois,United States,google,organic,,,nan,2025-05-13,,male,35-44,pages,11-20%,https://demo.com/pages/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,page_view,desktop,Chicago,Illinois,United States,google,organic,,,nan,2025-05-13,,male,35-44,products,Top 10%,https://demo.com/products/ITEM408/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,view_item,desktop,Chicago,Illinois,United States,google,organic,,1.0,(not set),2025-05-13,,female,55-64,products,41-50%,https://demo.com/products/ITEM182/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,page_view,desktop,Chicago,Illinois,United States,google,organic,,,nan,2025-05-13,,female,55-64,products,21-30%,https://demo.com/products/ITEM409/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,page_view,desktop,Chicago,Illinois,United States,google,organic,,,nan,2025-05-13,,female,above 64,products,below 50%,https://demo.com/products/ITEM410/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,view_item,desktop,Chicago,Illinois,United States,google,organic,,1.0,(not set),2025-05-13,,male,18-24,products,Top 10%,https://demo.com/products/ITEM11/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,page_view,desktop,Chicago,Illinois,United States,google,organic,,,nan,2025-05-13,,male,45-54,products,11-20%,https://demo.com/products/ITEM411/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,view_item,desktop,Chicago,Illinois,United States,google,organic,,1.0,(not set),2025-05-13,,female,55-64,products,41-50%,https://demo.com/products/ITEM44/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,page_view,desktop,Chicago,Illinois,United States,google,organic,,,nan,2025-05-13,,male,25-34,products,Top 10%,https://demo.com/products/ITEM412/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,page_view,desktop,Chicago,Illinois,United States,google,organic,,,nan,2025-05-13,,male,18-24,products,Top 10%,https://demo.com/products/ITEM413/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,page_view,desktop,Chicago,Illinois,United States,google,organic,,,nan,2025-05-13,,male,45-54,collections,11-20%,https://demo.com/collections/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,page_view,desktop,Chicago,Illinois,United States,google,organic,,,nan,2025-05-13,,male,45-54,collections,11-20%,https://demo.com/collections/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,page_view,desktop,Chicago,Illinois,United States,google,organic,,,nan,2025-05-13,,female,55-64,pages,21-30%,https://demo.com/pages/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,page_view,desktop,Chicago,Illinois,United States,google,organic,,,nan,2025-05-13,,male,18-24,products,Top 10%,https://demo.com/products/ITEM414/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,view_item,desktop,Chicago,Illinois,United States,google,organic,,1.0,(not set),2025-05-13,,female,55-64,products,21-30%,https://demo.com/products/ITEM44/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,page_view,desktop,Chicago,Illinois,United States,google,organic,,,nan,2025-05-13,,male,25-34,products,Top 10%,https://demo.com/products/ITEM415/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,page_view,desktop,Chicago,Illinois,United States,google,organic,,,nan,2025-05-13,,male,25-34,pages,Top 10%,https://demo.com/pages/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,page_view,desktop,Chicago,Illinois,United States,google,organic,,,nan,2025-05-13,,male,25-34,products,Top 10%,https://demo.com/products/ITEM416/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,view_item,desktop,Chicago,Illinois,United States,google,organic,,1.0,(not set),2025-05-13,,female,55-64,products,21-30%,https://demo.com/products/ITEM49/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,page_view,desktop,Chicago,Illinois,United States,google,organic,,,nan,2025-05-13,,male,45-54,products,11-20%,https://demo.com/products/ITEM417/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,page_view,desktop,Chicago,Illinois,United States,google,organic,,,nan,2025-05-13,,male,45-54,products,11-20%,https://demo.com/products/ITEM418/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,view_item,desktop,Chicago,Illinois,United States,google,organic,,1.0,(not set),2025-05-13,,male,35-44,products,Top 10%,https://demo.com/products/ITEM91/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,page_view,desktop,Chicago,Illinois,United States,google,organic,,,nan,2025-05-13,,female,55-64,products,31-40%,https://demo.com/products/ITEM419/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,page_view,desktop,Chicago,Illinois,United States,google,organic,,,nan,2025-05-13,,male,35-44,products,Top 10%,https://demo.com/products/ITEM420/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,view_item,desktop,Chicago,Illinois,United States,google,organic,,1.0,(not set),2025-05-13,,female,55-64,products,21-30%,https://demo.com/products/ITEM22/,,,0.0,0.0,None,None,None,None,,0,0
38604916.17471411,page_view,desktop,Chicago,Illinois,United States,google,organic,,,nan,2025-05-13,,male,35-44,products,11-20%,https://demo.com/products/ITEM421/,,,0.0,0.0,None,None,None,None,,0,0
45703671.17471533,session_start,desktop,New York,New York,United States,(direct),(none),,,nan,2025-05-13,,male,45-54,products,11-20%,https://demo.com/products/ITEM393/,,,0.0,0.0,None,None,None,None,,0,0
45703671.17471533,page_view,desktop,New York,New York,United States,(direct),(none),,,nan,2025-05-13,,male,45-54,products,11-20%,https://demo.com/products/ITEM394/,,,0.0,0.0,None,None,None,None,,0,0
45703671.17471533,view_item,desktop,New York,New York,United States,(direct),(none),,1.0,(not set),2025-05-13,,female,55-64,products,21-30%,https://demo.com/products/ITEM33/,,,0.0,0.0,None,None,None,None,,0,0
45703671.17471533,add_to_cart,desktop,New York,New York,United States,(direct),(none),,1.0,(not set),2025-05-13,,male,25-34,products,Top 10%,https://demo.com/products/ITEM33/,,,0.0,0.0,None,None,None,None,,0,0
45703671.17471533,page_view,desktop,New York,New York,United States,(direct),(none),,,nan,2025-05-13,,male,18-24,checkouts,Top 10%,https://demo.com/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSlY1N0FXWDFYV1BLSkVYNVAwNU05NDZZ?auto_redirect=false&edge_redirect=true&locale=en&skip_shop_pay=true,,,0.0,0.0,None,None,None,None,,0,0
45703671.17471533,page_view,desktop,New York,New York,United States,(direct),(none),,,nan,2025-05-13,,male,18-24,products,Top 10%,https://demo.com/products/ITEM395/,,,0.0,0.0,None,None,None,None,,0,0
45703671.17471533,view_item,desktop,New York,New York,United States,(direct),(none),,1.0,(not set),2025-05-13,,female,55-64,products,41-50%,https://demo.com/products/ITEM33/,,,0.0,0.0,None,None,None,None,,0,0
45703671.17471533,page_view,desktop,New York,New York,United States,(direct),(none),,,nan,2025-05-13,,female,55-64,products,31-40%,https://demo.com/products/ITEM396/,,,0.0,0.0,None,None,None,None,,0,0
45703671.17471533,view_item,desktop,New York,New York,United States,(direct),(none),,1.0,(not set),2025-05-13,,male,45-54,products,11-20%,https://demo.com/products/ITEM33/,,,0.0,0.0,None,None,None,None,,0,0
45703671.17471533,add_to_cart,desktop,New York,New York,United States,(direct),(none),,1.0,(not set),2025-05-13,,male,45-54,products,11-20%,https://demo.com/products/ITEM33/,,,0.0,0.0,None,None,None,None,,0,0
45703671.17471533,page_view,desktop,New York,New York,United States,(direct),(none),,,nan,2025-05-13,,male,45-54,checkouts,11-20%,https://demo.com/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSlY1N0QxNDNKNTVZUE5QOTRTVjRBWVE3,,,0.0,0.0,None,None,None,None,,0,0
45703671.17471533,page_view,desktop,New York,New York,United States,(direct),(none),,,nan,2025-05-13,,male,25-34,products,Top 10%,https://demo.com/products/ITEM397/,,,0.0,0.0,None,None,None,None,,0,0
45703671.17471533,view_item,desktop,New York,New York,United States,(direct),(none),,1.0,(not set),2025-05-13,,female,55-64,products,41-50%,https://demo.com/products/ITEM33/,,,0.0,0.0,None,None,None,None,,0,0
45703671.17471533,add_to_cart,desktop,New York,New York,United States,(direct),(none),,1.0,(not set),2025-05-13,,male,35-44,products,11-20%,https://demo.com/products/ITEM33/,,,0.0,0.0,None,None,None,None,,0,0
45703671.17471533,add_to_cart,desktop,New York,New York,United States,(direct),(none),,1.0,(not set),2025-05-13,,male,35-44,products,Top 10%,https://demo.com/products/ITEM33/,,,0.0,0.0,None,None,None,None,,0,0
45703671.17471533,add_to_cart,desktop,New York,New York,United States,(direct),(none),,1.0,(not set),2025-05-13,,male,45-54,products,11-20%,https://demo.com/products/ITEM33/,,,0.0,0.0,None,None,None,None,,0,0
45703671.17471533,page_view,desktop,New York,New York,United States,(direct),(none),,,nan,2025-05-13,,male,18-24,checkouts,Top 10%,https://demo.com/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSlY1N0VWMzZGSjdROVozSFNUQ0E4OTFF,,,0.0,0.0,None,None,None,None,,0,0
45703671.17471533,page_view,desktop,New York,New York,United States,(direct),(none),,,nan,2025-05-13,,male,25-34,products,Top 10%,https://demo.com/products/ITEM398/,,,0.0,0.0,None,None,None,None,,0,0
45703671.17471533,view_item,desktop,New York,New York,United States,(direct),(none),,1.0,(not set),2025-05-13,,male,45-54,products,11-20%,https://demo.com/products/ITEM33/,,,0.0,0.0,None,None,None,None,,0,0
45703671.17471533,page_view,desktop,New York,New York,United States,(direct),(none),,,nan,2025-05-13,,male,18-24,products,Top 10%,https://demo.com/products/ITEM399/,,,0.0,0.0,None,None,None,None,,0,0
45703671.17471533,view_item,desktop,New York,New York,United States,(direct),(none),,1.0,(not set),2025-05-13,,male,45-54,products,11-20%,https://demo.com/products/ITEM33/,,,0.0,0.0,None,None,None,None,,0,0
47469498.1747158,session_start,mobile,Chicago,Illinois,United States,google,organic,,,nan,2025-05-13,,female,above 64,products,below 50%,https://demo.com/products/ITEM422/,,,0.0,0.0,None,None,None,None,,0,0
47469498.1747158,page_view,mobile,Chicago,Illinois,United States,google,organic,,,nan,2025-05-13,,male,45-54,products,11-20%,https://demo.com/products/ITEM423/,,,0.0,0.0,None,None,None,None,,0,0
47469498.1747158,view_item,mobile,Chicago,Illinois,United States,google,organic,,1.0,(not set),2025-05-13,,male,25-34,products,Top 10%,https://demo.com/products/ITEM17/,,,0.0,0.0,None,None,None,None,,0,0
47469498.1747158,add_to_cart,mobile,Chicago,Illinois,United States,google,organic,,1.0,(not set),2025-05-13,,male,18-24,products,Top 10%,https://demo.com/products/ITEM17/,,,0.0,0.0,None,None,None,None,,0,0
47469498.1747158,page_view,mobile,Chicago,Illinois,United States,google,organic,,,nan,2025-05-13,,male,45-54,checkouts,11-20%,https://demo.com/checkouts/cn/Z2NwLXVzLWNlbnRyYWwxOjAxSlY1Qk1DVlNFRzU1QkgzVkI3TjA4SkQw?locale=en-US&skip_shop_pay=true,,,0.0,0.0,None,None,None,None,,0,0
51824400.17471467,session_start,desktop,Warrensburg,Missouri,United States,google,organic,,,nan,2025-05-13,,male,18-24,homepage,Top 10%,https://demo.com/,,,0.0,0.0,None,None,None,None,,0,0
51824400.17471467,page_view,desktop,Warrensburg,Missouri,United States,google,organic,,,nan,2025-05-13,,male,45-54,homepage,11-20%,https://demo.com/,,,0.0,0.0,None,None,None,None,,0,0
54055912.17471437,session_start,desktop,,,,,,,,nan,2025-05-13,,male,45-54,homepage,11-20%,https://demo.com/,,,0.0,0.0,None,None,None,None,,0,0
54055912.17471437,page_view,desktop,,,,,,,,nan,2025-05-13,,female,55-64,homepage,41-50%,https://demo.com/,,,0.0,0.0,None,None,None,None,,0,0
58573427.17471377,session_start,mobile,Midland,Michigan,United States,(direct),(none),,,nan,2025-05-13,,male,35-44,homepage,11-20%,https://demo.com/,,,0.0,0.0,None,None,None,None,,0,0
58573427.17471377,page_view,mobile,Midland,Michigan,United States,(direct),(none),,,nan,2025-05-13,,male,18-24,homepage,Top 10%,https://demo.com/,,,0.0,0.0,None,None,None,None,,0,0
59879545.174714096,session_start,mobile,Lewisburg,West Virginia,United States,google,cpc,,,nan,2025-05-13,,male,25-34,products,Top 10%,https://demo.com/products/ITEM424/,,,0.0,0.0,None,None,None,None,,0,0
59879545.174714096,page_view,mobile,Lewisburg,West Virginia,United States,google,cpc,,,nan,2025-05-13,,male,45-54,products,11-20%,https://demo.com/products/ITEM425/,,,0.0,0.0,None,None,None,None,,0,0
59879545.174714096,view_item,mobile,Lewisburg,West Virginia,United States,google,cpc,,1.0,(not set),2025-05-13,,male,35-44,products,11-20%,https://demo.com/products/ITEM11/,,,0.0,0.0,None,None,None,None,,0,0
59879545.174714096,page_view,mobile,Lewisburg,West Virginia,United States,google,cpc,,,nan,2025-05-13,,female,above 64,products,below 50%,https://demo.com/products/ITEM426/,,,0.0,0.0,None,None,None,None,,0,0
59879545.174714096,page_view,mobile,Lewisburg,West Virginia,United States,google,cpc,,,nan,2025-05-13,,male,45-54,products,11-20%,https://demo.com/products/ITEM427/,,,0.0,0.0,None,None,None,None,,0,0
59879545.174714096,view_item,mobile,Lewisburg,West Virginia,United States,google,cpc,,1.0,(not set),2025-05-13,,male,35-44,products,Top 10%,https://demo.com/products/ITEM44/,,,0.0,0.0,None,None,None,None,,0,0
59879545.174714096,page_view,mobile,Lewisburg,West Virginia,United States,google,cpc,,,nan,2025-05-13,,male,18-24,products,Top 10%,https://demo.com/products/ITEM428/,,,0.0,0.0,None,None,None,None,,0,0
59879545.174714096,page_view,mobile,Lewisburg,West Virginia,United States,google,cpc,,,nan,2025-05-13,,male,25-34,products,Top 10%,https://demo.com/products/ITEM429/,,,0.0,0.0,None,None,None,None,,0,0
59879545.174714096,view_item,mobile,Lewisburg,West Virginia,United States,google,cpc,,1.0,(not set),2025-05-13,,male,25-34,products,Top 10%,https://demo.com/products/ITEM182/,,,0.0,0.0,None,None,None,None,,0,0
59879545.174714096,page_view,mobile,Lewisburg,West Virginia,United States,google,cpc,,,nan,2025-05-13,,male,25-34,products,Top 10%,https://demo.com/products/ITEM430/,,,0.0,0.0,None,None,None,None,,0,0
59879545.174714096,page_view,mobile,Lewisburg,West Virginia,United States,google,cpc,,,nan,2025-05-13,,female,55-64,products,31-40%,https://demo.com/products/ITEM431/,,,0.0,0.0,None,None,None,None,,0,0
59879545.174714096,view_item,mobile,Lewisburg,West Virginia,United States,google,cpc,,1.0,(not set),2025-05-13,,male,45-54,products,11-20%,https://demo.com/products/ITEM44/,,,0.0,0.0,None,None,None,None,,0,0
59879545.174714096,page_view,mobile,Lewisburg,West Virginia,United States,google,cpc,,,nan,2025-05-13,,male,45-54,products,11-20%,https://demo.com/products/ITEM432/,,,0.0,0.0,None,None,None,None,,0,0
61125547.17471447,session_start,desktop,Santa Clara,California,United States,(direct),(none),,,nan,2025-05-13,,female,55-64,products,31-40%,https://demo.com/products/ITEM411/,,,0.0,0.0,None,None,None,None,,0,0
61125547.17471447,page_view,desktop,Santa Clara,California,United States,(direct),(none),,,nan,2025-05-13,,male,45-54,products,11-20%,https://demo.com/products/ITEM412/,,,0.0,0.0,None,None,None,None,,0,0
